nombre;precio
Almendras tostada y salada con piel Carrefour 200 g.;2.85
Bolitas de maíz sabor queso Match ball Risi sin gluten 105 g.;1.57
Pipas Tijuana Grefusa 175 g.;1.99
Aceitunas verdes manzanilla sin hueso Carrefour 400 g.;2.59
Aperitivo de maíz y chía con sal marina Risi Mios! sin gluten 150 g.;1.93
Banderillas picantes Classic Carrefour 180 g.;1.75
Aceitunas negras Cacereñas con hueso Carrefour 200 g.;1.09
Guindillas en vinagre Extra Carrefour 130 g.;1.29
Maíz frito con sabor barbacoa MisterCorn 160 g.;2.25
Almendra tostada Simpl 200 g.;2.35
Anacardos fritos Classic Carrefour sin sal añadida 125 g.;1.91
Aperitivo de cereales con sal marina Sunbites 95 g.;2.19
Aceitunas verdes rellenas de anchoa bajas en sal Carrefour 150 g.;1.5
Pipas gigantes saladas Classic Carrefour 400 g.;2.35
Patatas fritas sabor chili y lima Classic Carrefour 130 g.;0.99
Pipas de girasol bajo contenido en sal Carrefour 125 g.;0.83
Tortitas de arroz Carrefour pack de 4 unidades de 33 g.;1.17
Tortitas de maíz ecológicas Carrefour Bio 120 g.;1.66
Arándanos rojos Carrefour 200 g.;2.25
Snack volcano Takis 130 g.;2.39
Palomitas saladas para microondas Carrefour pack de 6 unidades de 100 g.;2.16
Pepinillos Carrefour 360 g.;1.99
Galletas saladas Ducales Noel 312 g.;2.29
Cocktail de frutos secos tostados sin sal añadida Fuerza Original Carrefour 175 g.;2.09
Patatas fritas ligeras Frit Ravich 115 g.;1.93
Galletas Saltin Noel 315 g.;2.05
Aceitunas rellenas de anchoas del Cantábrico Extra Carrefour 150 g.;1.65
Pistacho natural sin cáscara Carrefour Original doy pack 100 g.;2.75
Banderillas dulces Classic Carrefour 170 g.;1.75
Pepinillos pequeños en vinagre Classic Carrefour 230 g.;1.5
Patatas fritas campesinas Horno Lay's 130 g.;2.15
Pasas moscatel Original Carrefour 150 g.;1.06
Aceitunas verdes rellenas de anchoa Carrefour 150 g.;1.55
Snack de tomate, queso y orégano Natuchips Snatt's sin gluten 85 g.;1.91
Aperitivo de patata sabor paprika Pringles 185 g.;3.09
Cocktail de frutos secos sin cáscara Frit Ravich sin gluten 300 g.;2.99
Nachos Flamin'hot Doritos 75 g.;1.3
Pepinillos laminados agridulces Classic Carrefour 290 g.;1.75
Aceitunas verdes rellenas de anchoa La Española sin gluten 3 pack de 50 g.;4.09
Aperitivo de gambas Carrefour 100 g.;1.65
Tortitas de maíz sabor setas, trufas y parmesano Bicentury 124 g.;2.39
Aceitunas negras sin hueso bajo contenido en sal Carrefour 150 g.;1.77
Cocktail de frutos secos jumbo Sensation Carrefour 500 g.;2.19
Aceitunas partidas gazpachas Carrefour sin gluten y sin lactosa 500 g.;2.49
Tortitas de arroz con chocolate blanco y frutos rojos Bicentury 132 g.;2.99
Patatas fritas en aceite de oliva virgen extra Frit Ravich 160 g.;2.09
Cocktail de frutos secos San Blas sin gluten 500 g.;2.59
Patatas fritas onduladas Sensation Carrefour 350 g.;1.99
Pipas de calabaza crudas y peladas Carrefour sin sal añadida 150 g.;1.69
Patatas fritas lisas Classic Carrefour 350 g.;2.29
Jalapeños Sensation Carrefour 160 g.;2.65
Plátano desecado Carrefour 90 g.;1.13
Maíz frito y salado Original Carrefour 200 g.;1.87
Patatas fritas en aceite de oliva bajo contenido de sal Extra Carrefour 150 g.;1.84
Tortitas de arroz integral con chocolate negro Bicentury 130 g.;2.75
Torreznos sabor barbacoa Sensation Carrefour sin gluten 100 g.;1.55
Cocktail de frutos secos con arándanos Original Carrefour 180 g.;3.15
Pepinillos agridulces Classic Carrefour 180 g.;1.3
Aperitivo de maíz y cebolla con balsámico de Módena Risi Mios! sin gluten 150 g.;1.93
Pipas aguasal Piponazo Grefusa 195 g.;2.95
Torreznos sabor jamón ibérico Carrefour el Mercado 125 g.;2.95
Nuez del Amazonas Original Carrefour 200 g.;3.19
Avellana natural Original Carrefour 200 g.;2.89
Tortitas de arroz y quinoa ecológicas Ecocesta sin gluten 120 g.;2.05
Aceitunas verdes manzanilla con hueso Carrefour 500 g.;2.69
Tortitas de maíz receta mediterránea Bicentury 70 g.;1.73
Aperitivo de maiz sabor ketchup Gusanitos Risi sin gluten 105 g.;1.81
Aperitivo de maíz horneado Aspitos sin gluten y sin lactosa pack de 6 unidades de 6 g.;1.6
Alcaparras Carrefour 80 g.;0.95
Maíz frito y salado Carrefour 200 g.;1.45
Cebollitas agridulces Extra Carrefour 180 g.;1.29
Aperitivo de maíz sabor barbacoa Triskys Risi sin gluten 135 g.;1.29
Cocktail de frutas exóticas Original Carrefour 150 g.;1.2
Patatas fritas sabor tomate y orégano light Frit Ravich 115 g.;1.93
Aperitivo de patata sabor queso Dipster Carrefour 175 g.;1.99
Altramuces Classic Carrefour 440 g.;1.75
Cacahuetes tostados y salados Classic Carrefour 400 g.;1.55
Aperitivo de maíz y boletus sabor cebolla caramelizada Risi Mios! sin gluten 150 g.;1.93
Palomitas sabor mantequilla para microondas Popitas sin gluten pack de 3 unidades de 100 g.;2.39
Nueces de macadamia fritas y saladas Carrefour 100 g.;2.69
Cocktail de edamame y soja Sensation Carrefour doy pack 100 g.;1.6
Papaya desecada Carrefour 150 g.;1.74
Tortitas de arroz integrales sabor yogur Bicentury 130 g.;2.75
Cracker's Carrefour Classic pack de 3 unidades de 100 g.;1.09
Cocktail de aperitivos Frit Ravich 100 g.;1.92
Pipas de girasol saladas Carrefour 200 g.;1.4
Cacahuetes fritos sin sal añadida Classic Carrefour 200 g.;1.15
Aperitivo de maíz Flamin'Hot Cheetos 75 g.;1.3
Cocktail de frutos secos Frit Ravich sin gluten 170 g.;2.79
Aperitivo de maíz sabor queso Gublins Grefusa 124 g.;1.66
Tortitas de arroz Vitalday Gullón sin gluten 130 g.;1.62
Aceitunas verdes manzanilla con hueso De Nuestra Tierra 210 g.;2.19
Snacks intense nacho Takis 130 g.;2.59
Cocktail de snakcs con aceite de girasol XXL Aspil sin gluten 225 g.;2.15
Aceitunas rellenas de jalapeños Carrefour sin gluten y sin lactosa 150 g.;1.65
Tortitas de arroz integrales con chocolate negro Gullón Vitalday sin gluten 105,2 g.;2.09
Aceitunas verdes manzanilla sin hueso Jolca pack de 3 bolsas de 50 g.;2.15
Maíz frito sabor barbacoa Carrefour 140 g.;0.87
Aperitivo de patata sour cream Hot Pringles 160 g.;2.79
Pipas Tijuana Grefusa 240 g.;2.69
Snacks de Chifles hojuelas de plátanos maduritos Tortolines 100 g.;1.7
Aceitunas verdes rellenas de anchoa La Española sin gluten pack de 3 latas de 50 g.;4.09
Nachos ecológicos Carrefour Bio 125 g.;1.93
Aceitunas verdes manzanilla partidas y aliñadas Carrefour 500 g.;2.59
Nachos redondos Old El Paso sin gluten 200 g.;2.95
Mix de pepinillos y cebollitas Classic Carrefour 370 g.;1.9
Carrefour té de limón botella 1,5 l.;0.63
Carrefour té de melocotón botella 1,5 l.;0.63
Nestea té verde con maracuyá bajo en calorías botella 1,5 l.;1.33
Energy drink ginseng Bebida Energética Carrefour lata 50 cl.;0.96
Nestea té verde con maracuyá lata 33 cl.;0.99
Monster Juiced Bebida Energética Limonada lata 50 cl.;1.79
Nestea té verde limón sin azúcar bajo en calorías lata 33 cl.;0.99
Cola Carrefour Classic' zero lata 33 cl.;0.33
Fanta de limón pack 9 latas 33 cl.;2.34
Cola Carrefour Classic' zero azúcar sin cafeína lata 33 cl.;0.33
Coca Cola sin cafeína lata 33 cl.;0.92
Nestea té verde limón bajo en calorías botella 50 cl.;1.72
Monster Energy Green Bebida Energética lata 50 cl.;1.79
Powerade Ice Storm con tapón sport botella 50 cl.;1.62
Tónica Schweppes zero lata 33 cl.;0.99
Aquarius sabor limón zero azúcar sin calorías lata 33 cl.;0.95
Gaseosa Carrefour Calssic´ cero azúcares botella 50 cl.;0.32
Coca Cola pack de 2 botellas de 2 l.;3.99
Burn Original Bebida Energética lata 50 cl.;0.99
Aquarius sabor limón zero azúcar sin calorías botella 1.5 l.;1.33
Gaseosa Carrefour Classic´ cero azúcares botella 1,5 l.;0.33
8,72 €/8 uds.;1.09
Refresco sabor naranja Carrefour Classic' lata 33 cl.;0.32
Cola Carrefour Classic' botella 2 l.;0.4
Red Bull The Sumer Edition Bebida Energética sabor baya de junio lata 25 cl.;1.59
Tónica Carrefour lata 33 cl.;0.37
Cola Carrefour Classic' zero botella 2 l.;0.35
Fanta de limón Zero lata 33 cl.;0.8
Monster Energy Green Zero Bebida Energética sin azúcar lata 500 ml.;1.79
Cola Revoltosa 2 l.;0.35
Coca Cola zero azúcar pack 2 botellas 2 l.;0.99
Gaseosa La Casera 0% calorías y azúcares botella 50 cl.;0.87
Aquarius sabor limón botella 50 cl.;1.49
Revoltosa limón 2 l.;0.35
Refresco sabor naranja zero Carrefour Classic' lata 33 cl.;0.33
Carrefour Sensation Isofresh bebida isotónica blue botella 50 cl.;0.6
Pepsi zero azúcar lima botella 1,75 cl.;0.97
Refresco de naranja Revoltosa 2 l.;0.35
Sprite de lima-limón bajo en azúcar lata 33 cl.;0.65
Gaseosa La Casera cero azucares y calorías botella 1,5 l.;0.83
7UP de lima-limón lata 33 cl.;0.59
Tónica Schweppes botella 1 l.;1.95
Fanta de naranja botella 50 cl.;1.49
Coca Cola zero azúcar sabor limón lata 33 cl.;0.92
Cola Classic' Carrefour Zero sin cafeína botella 2 l.;0.35
Aquarius sabor naranja botella 50 cl.;1.49
Bitter Kas sin alcohol lata 33 cl.;0.99
Appletiser 100% zumo de manzana con burbujas finas lata 25 cl.;0.88
Schweppes de limón zero lata 33 cl.;0.97
Carrefour Sensation Isofresh bebida isotónica sabor limón botella 1,5 l.;0.65
Aquarius sabor naranja zero azúcar sin calorías botella 1,5 l.;1.33
Refresco de limón Carrefour con gas lata 33 cl.;0.32
Aquarius melocotón rojo botella 1,5 l.;1.33
Coca Cola zero azúcar pack 12 latas 33 cl.;2.71
Tónica Nordic Mist lata 25 cl.;0.65
Red Bull Winter Edition sabor iced vanilla berry sin azúcar lata 25 cl.;1.59
Nestea té verde con maracuyá bajo en calorías botella 1,5 l.;1.33
Coca Cola pack 12 latas 33 cl.;2.72
Fanta de frambuesa Zero lata 33 cl.;0.8
Trina de naranja sin gas botella 1,5 l.;1.13
Monster Energy Zero Bebida Energética sin azúcar lata 50 cl.;1.79
Aquarius sabor naranja zero azúcar sin calorías lata 33 cl.;0.95
Coca Cola zero azúcar sabor cereza lata 33 cl.;0.92
Refresco sabor limón Zero Carrefour Classic' lata 33 cl.;0.35
Trina de naranja sin gas lata 33 cl.;0.66
Coca-Cola zero azúcar lima lata 33 cl.;0.99
Refresco sabor naranja Carrefour Classic' botella 2 l.;0.46
Schweppes de limón lata 33 cl.;0.97
Monster Energy Lewis Hamilton Bebida Energética sin azúcar lata 500 ml.;1.79
Coca Cola zero azúcar sin cafeína pack 2 botellas 2 l.;0.99
Carrefour Sensation Isofresh bebida isotónica sabor naranja botella 1,5 l.;0.65
Schweppes Citrus Zero de mandarina, lima, naranja y pomelo lata 33 cl.;0.97
Tónica Schweppes zero lata 25 cl.;0.97
Bitter Kas zero lata 33 cl.;1.1
Pony Malta lata 33 cl.;1.58
Refresco de manzana Carrefour Classic botella 1,5 l.;0.66
Refresco sabor lima- limón Zero Carrefour Classic' lata 33 cl.;0.42
Té sabor mango zero Carrefour Classic´ botella 1,5 l.;0.66
Sprite de lima-limón sin azúcar lata 33 cl.;0.65
Tónica Nordic Mist Blue lata 25 cl.;0.65
Monster Energy Bebida Energética ultra fiesta mango zero azúcar lata 50 cl.;1.79
Refresco de naranja Fanta con gas pack de 2 botellas de 2 l.;0.9
Tónica Nordic Mist zero azúcar lata 25 cl.;0.65
Powerade Citrus con tapón sport botella 50 cl.;1.62
Refresco Lima Limón Zero Carrefour Classic' 2 l.;0.45
Fanta de limón botella 50 cl.;1.49
Classic Bebida Energética lata 50 cl.;0.84
Coca Cola pack 24 latas 33 cl.;2.42
Royal Bliss bohemian berry sensation lata 25 cl.;0.75
Monster Energy Ultra Paradise Bebida Energética lata 50 cl.;1.95
Té sabor limón zero Carrefour Classic´ botella 1,5 l.;0.66
La Casera de limón zero azucares añadidos pack de 2 botellas de 1,5 l.;0.58
Coca Cola zero azúcar pack 24 latas 33 cl.;2.42
Nestea té verde limón bajo en calorías botella 50 cl.;1.72
Ginger Ale Schweppes lata 25 cl.;0.89
Gaseosa La Casera cero azúcares y calorías lata 33 cl.;0.58
Prime blue raspberry botella 500 ml.;3.29
La Casera hierbabuena 0% azucares y calorías lata 33 cl.;0.64
Coca Cola zero azúcar zero cafeína pack 12 latas 33 cl.;2.71
Tónica Carrefour botella 1,5 l.;0.66
Pepsi zero azúcar pack de 12 latas de 33 cl.;2.04
Coca-Cola mini pack 10 latas 20 cl.;3.32
Kombucha de jengibre y limón ecológico Komvida sin gluten botella 25 cl.;2.59
Refresco sabor limón Zero Carrefour Classic' botella 2 l.;0.42
Fanta de sandía sin azúcares añadidos lata 33 cl.;0.8
Refresco Carrefour Classic' limón 2 l.;0.53
7UP de lima-limón botella 2 l.;0.79
Schweppes de limón lata 25 cl.;0.89
Fanta de limón Zero botella 2 l.;0.92
Monster Energy Ultra Gold Bebida Energética sin azúcar lata 500 ml.;1.79
Monster Energy Ultra Peachy Keen Bebida Energética sin azúcar lata 500 ml.;1.79
Coca-Cola zero mini pack 10 latas 20 cl.;3.32
Refresco de naranja Trina zero sin gas lata 33 cl.;0.66
Burn Zero Raspberry Bebida Energética sin azúcar lata 50 cl.;1.25
Red Bull Apricot Edition Bebida Energética sin azúcar sabor albaricoque y fresa lata 25 cl.;1.57
Prime Ice Pop bebida isotónica botella 50 cl.;3.29
Monster Energy Rehab Bebida Energética té/chá + limonada lata 50 cl.;1.79
Aquarius sabor limón pack de 2 botellas de 1,5 l.;1.23
Pepsi zero azúcar pack de 2 botellas de 1,75 cl.;0.91
Prime Bebida Isotónica strawberry watermelon 500 ml.;3.25
Coca Cola zero azúcar pack 4 botellas 2 l.;0.99
Pepsi light lata 33 cl.;0.82
Schweppes naranja zero lata 33 cl.;0.97
Bebida energética Carrefour sabor frutos rojos 25 cl.;0.67
Coca Cola pack 4 botellas 2 l.;7.99
La Casera de naranja zero azucares añadidos pack de 2 botellas de 1,5 l.;0.58
Fanta de naranja pack 9 latas 33 cl.;2.34
Kombucha de frutos rojos ecológico Komvida sin gluten botella 25 cl.;2.59
Pony Malta botella 33 cl.;1.47
Monster Energy Ultra Rosa Bebida Energética sin azúcar lata 500 ml.;1.95
Tonica pink zero Schweppes lata 33 cl.;0.99
Fuze Tea sabor melocotón y hibisco botella 1,5 l.;1.33
Kas Zero de naranja sin azúcar lata 33 cl.;0.7
Trina de naranja sin gas zero botella 1,5 l.;1.13
Prime bebida isotónica sabor strawberry y banana botella 50 cl.;3.25
Prime lima limón botella 500 ml.;3.25
Aquarius sabor naranja pack 2 botellas 1,5 l.;1.23
Fanta de limón pack 2 botellas 2 l.;0.91
Coca Cola zero azúcar zero cafeina pack 4 botellas 2 l.;7.99
Té sabor melocotón zero Carrefour Classic´ botella 1,5 l.;0.66
Coca Cola sin cafeína botella 2 l.;0.92
Fuze Tea melocotón y hibisco botella 50 cl.;1.49
Monster Energy Juiced Bebida Energética bad apple lata 50 cl.;1.95
Monster Energy Ultra Red Zero Bebida Energética sin azúcar lata 50 cl.;1.79
7UP Zero de lima-limón sin azúcar pack 9 latas 33 cl.;1.67
Refresco de limón Carrefour sin gas botella 1,5 l.;0.66
Monster Energy Ultra Watermelon Bebida Energética zero azúcar lata 50 cl.;1.79
Kuyx light de mandarina sin gluten 3 l.;0.73
Tónica Schweppes pink zero lata 25 cl.;0.89
Soda Geiser sifón 1,5 l.;1.39
Pepsi pack de 12 latas de 33 cl.;2.12
Pepsi pack de 2 botellas de 1,75 cl.;0.88
Bitter Carrefour pack de 6 botellas de 20 cl.;2.12
Coca Cola zero azúcar pack 6 botellas 2 l.;0.97
Font Vella La Limonada con zumo de limón sin gas botella 1,25 l.;1.55
Pepsi zero azúcar zero cafeína pack de 2 botellas de 1,75 cl.;1.01
Prime bebida isotonica lemonade botella 50 cl.;3.25
Trina de limón sin gas botella 1,5 l.;1.13
Refresco de naranja Carrefour sin gas botella 1,5 l.;0.66
Eneryeti Anyel sabor coco Bebida Energética lata 50 cl.;1.25
Kuyx light tropical sin gluten 3 l.;0.73
Refresco de naranja zero Carrefour Classic botella 1,5 l.;0.7
Sprite de lima-limón sin azúcar botella 2 l.;0.82
Schweppes de limón botella 1 l.;1.95
Pepsi Max zero azúcar botella 50 cl.;1.41
Coca Cola pack 6 botellas 2 l.;0.97
Trina de limón sin gas zero botella 1,5 l.;1.13
Agua mineral Font Vella Sensación con zumo de manzana 1,25 l.;1.64
Vitamin Well reload sabor lima-limón botella 50 cl.;2.39
Carrefour Energy Bebida Energénica sabor mango lata 50 cl.;1.14
Kombucha jengibre limón ecológico Carrefour Bio botella 250 ml.;0.81
Powerade Ice Storm Zero bebida isotónica botella 50 cl.;1.62
Royal Bliss Ironic lemon lata 25 cl.;0.75
Fanta de naranja mini pack 6 latas 20 cl.;2.91
Font Vella La Limonada con zumo de limón sin gas zero botella 1,25 l.;1.32
Monster Energy MIXXD Punch Bebida Energética lata 50 cl.;1.79
Refresco de limón Trina sin gas lata 33 cl.;0.66
Bebida energética Carrefour Energy sabor tropical 50 cl.;1.33
Refresco Carrefour sabor fresa con gas botella 1,5 l.;0.83
Eneryeti Bebida Energética sabor original lata 50 cl.;1.13
Coca Cola pack 4 botellas 50 cl.;2.69
Monster Ultra Bebida Energética pack 4 latas 50 cl.;3.34
Kombucha dragon lemonade Flax & Kale lata 33 cl.;2.79
Carrefour Sensation Isofresh bebida isotónica yellow botella 50 cl.;0.6
Kas de limón sin azúcares añadidos lata 33 cl.;0.78
Coca Cola light pack 9 latas 33 cl.;2.72
Coca Cola zero azúcar zero cafeína pack 24 latas 33 cl.;2.42
Refresco de manzana Trina sin gas lata 33 cl.;0.66
Coca Cola light pack 2 botellas 2 l.;0.99
Refresco de cola Pepsi botella 50 cl.;1.45
Tónica Schweppes Wild Berry lata 25 cl.;0.89
Nestea té verde con mango-piña bajo en calorías botella 1,5 l.;1.33
Fanta de limón pack 9 latas 33 cl.;2.34
7UP Zero de lima-limón sin azúcar pack 2 botellas 2 l.;0.79
Limonada con lima con gas Don Simón lata 33 cl.;0.87
Tónica Fever-Tree Premium Indian botella 20 cl.;1.62
Schweppes de limón Zero botella 1 l.;1.95
Eneryeti Freshyeti sabor piruleta Bebida Energética lata 50 cl.;1.05
Té verde Carrefour Classic 1,5 l.;0.66
Tónica Schweppes con toque de lima premium botella 20 cl.;1.78
Coca Cola sabor vanilla lata 33 cl.;2.05
Carrefour Sensation Isofresh bebida isotónica blue botella 1,5 l.;1.07
Kas naranja botella 2 l.;0.97
Limon&Nada sin gas Minute Maid botella 1 l.;1.84
Refresco de limón con gas Kas 2 l.;0.89
Coca Cola zero azúcar pack 4 botellas 50 cl.;2.69
Green Cola zero azúcar lata 33 cl.;0.93
Burn Zero Peach Bebida Energética sin azúcar lata 50 cl.;1.25
Monster Energy Juiced Monarch Bebida Energética lata 50 cl.;1.79
Coca Cola pack de 4 botellas de 20 cl.;4.65
Gaseosa La Casera limón 0% calorías y azucares lata 33 cl.;0.64
Tónica Schweppes con hibiscus premium botella 20 cl.;1.78
Fanta de naranja Zero pack 2 botellas 2 l.;0.9
Ginger Beer Fever-Tree Premium botella 20 cl.;1.85
Tónica Royal Bliss berry sensation botella 20 cl.;1.19
La Casera sabor cola lata 33 cl.;0.58
Aquarius sabor limón pack 4 botellas 1,5 l.;1.23
Don simón té frío sabor melocotón sin calorías cero calorías lata 33 cl.;0.64
Trina de manzana sin gas zero botella 1,5 l.;1.13
Eneryeti Freshyeti sabor plátano Bebida Energética lata 50 cl.;1.05
Don Simón té frío sabor limón sin calorías cero calorías lata 33 cl.;0.64
Kombucha té verde ecológico Carrefour Bio botella 250 ml.;2.29
Aquarius sabor limón pack de 9 latas de 33 cl.;2.69
Monster Energy Green Bebida Energética pack de 4 latas 50 cl.;1.99
Royal Bliss yuzu lata 25 cl.;0.75
Aquarius sabor naranja pack 4 botellas 1,5 l.;1.23
Fanta de frambuesa Zero botella 1,25 l.;1.19
Kombucha jengibre y limón ecológico Komvida sin gluten 75 cl.;8.09
Tónica Carrefour pack de 6 botellas de 20 cl.;2.32
Fanta de naranja Zero pack 6 latas 33 cl.;2.32
Trina de manzana sin gas 1,5 l.;1.13
Coca Cola botella 1 l.;2.55
Tónica Nordic Mist botella 1 l.;1.55
Royal Bliss yuzu zero lata 25 cl.;0.75
Captain Kombucha The Gutsy Ginger & Lemon ecológico botella 1 l.;3.95
Ginger Ale Schweppes botella 1 l.;1.99
Aquarius sabor naranja pack de 9 latas de 33 cl.;2.69
Tónica Fever-Tree Mediterranean botella 20 cl.;1.77
Kas naranja pack de 9 latas de 33 cl.;1.99
Coca Cola light pack 24 latas 33 cl.;2.42
Ginger Ale Schweppes jengibre intenso premium botella 20 cl.;1.78
Coca Cola light pack de 4 botellas de 2 l.;0.99
Kas narajanja pack de 2 botellas de 2 l.;0.87
Schweppes ginger Beer & chile botella 20 cl.;1.78
Bitter Kas sin alcohol pack de 6 botellas de 20 cl.;5.13
Kombucha frutos rojos ecológica Komvida sin gluten 75 cl.;8.15
Green Cola zero azúcar botella 1,5 l.;1.39
Nocco Miami Strawberry Bebida Energética sin azúcar lata 33 cl.;1.95
Kombucha piña colada ecológico Komvida 25 cl.;2.59
Kombucha de mango ecológico KomVida sin gluten botella 25 cl.;2.95
Reign Razzle Berry Bebida Energética sabor frambuesa lata 50 cl.;1.99
Pepsi zero azúcar pack de 4 botellas de 1,75 l.;0.91
Tónica Fever-Tree Light botella 20 cl.;1.85
Kas de limón pack de 2 botellas de 2 l.;0.87
Fanta Strawberry&kiwi lata 33 cl.;2.15
Pepsi zero azúcar lima pack de 9 latas de 33 cl.;2.34
Refresco Dr. Pepper con gas lata 33 cl.;2.15
Kas de limón pack de 9 latas de 33 cl.;2.05
Pepsi pack de 4 botellas de 1,75 l.;0.88
Pepsi zero azúcar zero cafeína pack 9 latas 33 cl.;2.34
Monster Juiced Bebida Energética Limonada lata 50 cl.;1.79
Monster Juiced Bebida Energética mango loco pack 4 latas 50 l.;3.34
Coca Cola zero azúcar pack 4 botellas 20 cl.;4.69
Refresco Antarctica con gas sabor guaraná lata 33 cl.;1.3
Monster Reserve White Bebida Energética Pineapple lata 50 cl.;1.95
Fuze Tea limón pack 6 latas 33 cl.;2.57
Sprite de lima-limón bajo en azúcar pack 2 botellas 2 l.;0.8
Tónica Royal Bliss yuzu botella 20 cl.;1.19
Green Cola zero azúcar zero cafeína lata 33 cl.;0.93
Captain Kombucha The Gutsy Raspberry ecológico botella 1 l.;3.95
Bebida espumosa sin alcohol Champín sin gluten 75 cl.;3.79
Robinsons de naranja sin gas sin azúcar añadido 1 l.;2.89
Arizona té verde con miel botella 1,5 l.;1.86
Nocco BCAA Bebida Energética sin azúcar sabor mango lata 33 cl.;1.95
Kas de manzana botella de 2 l.;1.02
Tónica Schweppes limón botella 1 l.;1.99
Kombucha passion colada Flax & Kale botella 33 cl.;2.79
Refresco de cola ecológico Whole Earth lata 33 cl.;1.62
Nocco BCAA Bebida Energética sin azúcar limón del sol lata 33 cl.;1.95
Robinsons de limón sin gas botella 1 l.;2.89
Kombucha original zero ecológica The GUTsy Captain 1 l.;3.95
Chupa Chups sabor a fresa y nata lata 345 ml.;2.55
Maison Perrier Bebida Energética sabor lima-limón bajo en calorías lata 25 cl.;1.39
Red Bull pack 24 latas 25 cl.;4.77
Maison Perrier Bebida Energética sabor melocotón bajo en calorías lata 25 cl.;1.39
Gaseosa Zarro sifón 1,5 l.;1.73
Gaseosa Postobon sabor uva botella 2 l.;1.77
Gaseosa Postobon sabor manzana botella 2 l.;1.77
Gaseosa Postobón La Colombiana sabor cola botella 2 l.;1.77
Cerveza Carrefour Shandy con limón pack de 6 botellas de 25 cl.;1.09
Cerveza Mahou clásica lata 50 cl.;1.14
Cerveza Mahou 5 Estrellas especial pack de 28 latas de 33 cl.;2.42
Cerveza Carrefour Holandesa lata 33 cl.;0.31
Cerveza Mahou Clásica pack de 28 latas de 33 cl.;1.69
Cerveza Mahou Clásica botella 1 l.;1.82
Cerveza Mahou 5 Estrellas especial pack de 6 botellas de 25 cl.;2.57
Cerveza Koenigsbier lata 33 cl.;0.3
Cerveza Alhambra tradicional lata 50 cl.;1.2
Cerveza tostada Mahou 0,0 alcohol pack de 12 latas de 33 cl.;2.45
Cerveza San Miguel especial Lager lata 50 cl.;1.09
Cerveza Mahou Clásica pack de 12 botellas de 25 cl.;2.0
Cerveza Desperados con tequila botella 33 cl.;1.49
Cerveza Cruzcampo Pilsen botella 1 l.;1.37
Cerveza Mahou Clásica pack de 12 latas de 33 cl.;2.27
Cerveza Budweiser Lager lata 33 cl.;0.99
Cerveza San Miguel especial Lager pack de 12 botellas de 25 cl.;2.0
Cerveza 0,0% alcohol Carrefour lata 33 cl.;0.34
Cerveza Carrefour Holandesa lata 50 cl.;0.49
Cerveza San Miguel especial Lager pack de 12 latas de 33 cl.;2.18
Cerveza Cruzcampo Pilsen lata 50 cl.;1.19
Cerveza Amstel 100% Malta lata 50 cl.;1.18
Cerveza Amstel botella 1 l.;1.37
Cerveza Carrefour sin alcohol lata 33 cl.;0.35
Cerveza Mahou 5 Estrellas especial lata 50 cl.;1.27
Cerveza Carrefour Shandy con limón lata 33 cl.;0.33
Cerveza Carrefour especial lata 50 cl.;0.53
Cerveza Alhambra Reserva 1925 pack de 6 botellas de 33 cl.;4.04
Cerveza San Miguel Especial botella 1 l.;1.82
Cerveza Carrefour extra malta lata de 33 cl.;0.55
Cerveza Carrefour Lager botella 1 l.;1.05
Cerveza El León clásica lata 33 cl.;0.33
Cerveza Alhambra tradicional pack de 12 latas de 33 cl.;2.17
Cerveza San Miguel especial Lager pack de 28 latas de 33 cl.;2.15
Cerveza Mahou 5 Estrellas sin gluten lata 33 cl.;0.91
Cerveza 1906 reserva especial lata 33 cl.;1.08
Cerveza Mahou 5 Estrellas especial pack de 12 latas de 33 cl.;2.52
Cerveza rubia Heineken Lager pack de 18 latas de 33 cl.;2.55
Cerveza Franziskaner Weissbier botella 50 cl.;1.85
Cerveza Heineken Lager lata 50 cl.;1.57
Cerveza El Águila sin filtrar lata 33 cl.;0.9
Cerveza El Águila sin filtrar botella 33 cl.;0.99
Cerveza La Rubia 18/70 lager especial lata 33 cl.;1.05
Cerveza tostada Saer Brau 0,0 sin alcohol lata 33 cl.;0.46
Cerveza 7% Carrefour lata 33 cl.;0.61
Cerveza Carrefour Especial pack de 12 latas de 33 cl.;1.01
Cerveza Free Damm Lager 0,0 sin alcohol sin gluten lata 33 cl.;0.68
Cerveza Mahou Sin alcohol pack de 12 latas de 33 cl.;2.14
2,40 €/6 uds.;0.4
Cerveza Estrella Galicia especial pack de 24 botellas de 25 cl.;2.31
Cerveza San Miguel 0,0 sin alcohol Lager pack de 12 latas de 33 cl.;2.12
Cerveza tostada Mahou 0,0 alcohol pack de 12 latas de 33 cl.;2.45
Cerveza tostada Ambar triple zero lata 33 cl.;0.77
Cerveza Koenigsbier fuerte lata 50 cl.;0.75
Cerveza tostada Estrella Galicia 0.0 alcohol lata 33 cl.;0.96
Cerveza Corona Cero 0,0 alcohol botella 33 cl.;1.8
Cerveza El Águila sin filtrar 0,0 alcohol lata 33 cl.;0.8
Cerveza Estrella Galicia especial pack de 10 latas 33 cl.;2.57
Cerveza Heineken Lager pack de 6 botellas de 25 cl.;2.46
Cerveza Free Damm Lager 0,0 sin alcohol con limón sin gluten lata 33 cl.;0.68
