nombre;precio;volumen
Loción after shave Imaqe de Dia frasco 100 ml;1,95;(1,95 €/100 ML.)
Maquinilla desechable xtreme sensitive Wilkinson bolsa 4 + 2 unidades;3,99;(0,67 €/UNIDAD)
Maquinilla de afeitar recambio Gillette Labs blíster 3 unidades;18,99;(6,33 €/UNIDAD)
Maquinilla de afeitar Gillette Proglide Fusion blister 1 unidad;13,99;(13,99 €/UNIDAD)
Maquinilla desechable Wilkinson bolsa 15 unidades;6,79;(0,45 €/UNIDAD)
Maquinilla depilación dos hojas Imaqe de Dia bolsa 10 unidades;1,80;(0,18 €/UNIDAD)
Cera depilatoria caliente Imaqe de Dia bote 100 g;2,65;(2,65 €/100 GR.)
Banda depilatoria facial aloe vera Imaqe de Dia frasco 16 unidades;1,10;(0,07 €/UNIDAD)
Maquinilla depilación 3 hojas Imaqe de Dia bolsa 4 unidades;2,60;(0,65 €/UNIDAD)
Crema depilatoria aloe vera Imaqe de Dia bote 200 ml;3,19;(1,60 €/100 ML.)
Maquinilla desechable mujer Gillette Blue II blister 5 unidades;2,99;(0,60 €/UNIDAD)
Bandas de cera depilatoria corporal aloe vera Imaqe de Dia estuche 20 unidades;1,40;(0,07 €/UNIDAD)
Maquinilla confortglide spa breeze recambio Gillette Venus blister 4 unidades;14,99;(3,75 €/UNIDAD)
Gel crema depilatorio corporal piel sensible Veet tubo 200 ml;4,99;(2,50 €/100 ML.)
Bandas de cera depilatoria facial Veet caja 20 unidades;4,99;(0,25 €/UNIDAD)
Crema gel depilatoria hidratante Body Natur tubo 200 ml;3,45;(1,73 €/100 ML.)
Maquinilla confortglide spa breeze Gillette Venus blister 1 unidad;7,99;(7,99 €/UNIDAD)
Maquinilla desechable mujer Wilkinson blister 7 unidades;3,55;(0,51 €/UNIDAD)
Crema depilatoria piel sensible Veet tubo 200 ml;4,99;(2,50 €/100 ML.)
Recambio maquinilla de depilación 5 hojas Imaqe de Dia caja 2 unidades;4,90;(2,45 €/UNIDAD)
Maquinilla depilación recargable 5 hojas Imaqe de Dia caja 1 unidad;4,85;(4,85 €/UNIDAD)
Bandas de cera depilatoria corporal Veet caja 20 unidades;5,49;(0,27 €/UNIDAD)
Crema depilatoria áreas sensibles + bálsamo post-depilación Veet Men caja 150 ml;6,49;(4,33 €/100 ML.)
Maquinilla desechable mujer Wilkinson blister 8 unidades;7,39;(0,92 €/UNIDAD)
Banda cera fría facial piel normal Veet caja 16 unidades;4,99;(0,31 €/UNIDAD)
Maquinilla depilación 5 hojas formato viaje Imaqe de Dia caja 1 unidad;4,90;(4,90 €/UNIDAD)
Maquinilla desechable mujer Wilkinson blister 4 unidades;4,25;(1,06 €/UNIDAD)
Agua de colonia familiar fresh Imaqe de Dia botella 750 ml;1,95;(0,26 €/100 ML.)
Colonia exotic vanilla Imaqe de Dia frasco 98 ml;3,99;(4,07 €/100 ML.)
Colonia caramelo mini Flor de mayo frasco 25 ml;1,70;(6,80 €/100 ML.)
Body mist coconut Imaqe de Dia spray 200 ml;3,50;(1,75 €/100 ML.)
Agua de colonia familiar lavanda Imaqe de Dia botella 750 ml;1,95;(0,26 €/100 ML.)
Agua de colonia fragancia original Nenuco botella 650 ml;3,99;(0,61 €/100 ML.)
Agua fresca de flor de naranjo Álvarez Gómez spray 300 ml;2,95;(0,98 €/100 ML.)
Colonia oriental flower Imaqe de Dia frasco 98 ml;3,99;(4,07 €/100 ML.)
Colonia poseidon gold for men Poseidon frasco 150 ml;11,95;(7,97 €/100 ML.)
Colonia rosé Aire de Sevilla frasco 150 ml;11,95;(7,97 €/100 ML.)
Agua de colonia gotas frescas Instituto Español spray 250 ml;4,95;(1,98 €/100 ML.)
Colonia muy mío Bustamante frasco 100 ml;7,99;(7,99 €/100 ML.)
Agua de colonia clásica fresh S3 botella 750 ml;3,45;(0,46 €/100 ML.)
Body mist berries Flor de mayo spray 200 ml;2,50;(1,25 €/100 ML.)
Colonia jazz aromatic Melody frasco 100 ml;3,99;(3,99 €/100 ML.)
Colonia agua fresca de azahar Aire de Sevilla frasco 150 ml;10,90;(7,27 €/100 ML.)
Agua de colonia original Heno de Pravia botella 780 ml;4,19;(0,54 €/100 ML.)
Agua de colonia Spiderman frasco 30 ml;4,20;(14,00 €/100 ML.)
Agua de colonia gotas frescas Instituto Español botella 750 ml;7,95;(1,06 €/100 ML.)
Colonia sweet explos Ice cream frasco 30 ml;3,25;(10,83 €/100 ML.)
Mini perfume hombre Blue Flor de mayo frasco 23 ml;1,70;(7,39 €/100 ML.)
Agua de colonia glicerina y té blanco Heno de Pravia botella 780 ml;4,65;(0,60 €/100 ML.)
Body mist verbena flower Imaqe de Dia spray 200 ml;3,50;(1,75 €/100 ML.)
Perfume hypnotique Imaqe de Dia frasco 100 ml;6,99;(6,99 €/100 ML.)
Colonia de coco Fruits attraction frasco 100 ml;4,75;(4,75 €/100 ML.)
Perfume para hombre l'esprit de victoire Imaqe de Dia frasco 100 ml;6,99;(6,99 €/100 ML.)
Body mist sicilian lemon Imaqe de Dia spray 200 ml;3,50;(1,75 €/100 ML.)
Colonia shiny rainbo Ice cream frasco 30 ml;3,25;(10,83 €/100 ML.)
Colonia bergamota Arome de fleur frasco 150 ml;5,95;(3,97 €/100 ML.)
Colonia matcha is a mood The Seven Cosmetics frasco 100 ml;7,95;(7,95 €/100 ML.)
Colonia sonata dulce Melody frasco 100 ml;3,99;(3,99 €/100 ML.)
Body mist rose petals Imaqe de Dia spray 200 ml;3,50;(1,75 €/100 ML.)
Agua de colonia original 1953 Tulipán Negro botella 800 ml;3,69;(0,46 €/100 ML.)
Body mist summer bouquet Imaqe de Dia spray 200 ml;3,50;(1,75 €/100 ML.)
Loción corporal passionate romance shimmer Flor de mayo spray 195 ml;2,99;(1,53 €/100 ML.)
Colonia kombucha is a party The Seven Cosmetics frasco 100 ml;7,95;(7,95 €/100 ML.)
Colonia chai is a brake The Seven Cosmetics frasco 100 ml;7,95;(7,95 €/100 ML.)
Set de colonia wow Flor de mayo frasco 28 ml;3,50;(12,50 €/100 ML.)
Agua de colonia Frozen frasco 30 ml;4,20;(14,00 €/100 ML.)
Colonia verbena Arome de fleur frasco 150 ml;5,95;(3,97 €/100 ML.)
Jabón de manos de aloe vera Imaqe de Dia bote 500 ml;0,99;(0,20 €/100 ML.)
Recambio jabón de manos de aloe vera Imaqe de Dia bolsa 500 ml;0,79;(0,16 €/100 ML.)
(0,26 €/100 ML.);Recambio jabón de manos almendra y miel Imaqe de Dia bolsa 500 ml;0,95 €
(0,19 €/100 ML.);Jabón de manos con glicerina Imaqe de Dia bote 500 ml;1,35 €
(0,27 €/100 ML.);Jabón de manos líquido infantil Planeta Junior de Dia bote 500 ml;1,30 €
(0,26 €/100 ML.);Jabón de manos de almendra y miel Imaqe de Dia bote 500 ml;1,30 €
(0,26 €/100 ML.);Jabón de manos con rosa y jazmín Imaqe de Dia bote 500 ml;1,35 €
(0,27 €/100 ML.);Jabón de manos neutraliza olores Imaqe de Dia bote 500 ml;1,55 €
(0,31 €/100 ML.);Jabón de manos almendra y leche Palmolive 3 x 90 g;2,29 €
(0,85 €/100 GR.);Jabón de manos Tradición Imaqe de Dia bote 500 ml;1,30 €
(0,26 €/100 ML.);Jabón de manos Dove 2 x 90 g;1,99 €
(1,11 €/100 GR.);Jabón de manos aromaterapia lavanda Imaqe de Dia bote 240 ml;1,90 €
(0,79 €/100 ML.);Jabón de manos avena Imaqe de Dia 100 g;1,00 €
(1,00 €/100 GR.);Jabón de manos líquido para niños Johnson bote 300 ml;1,99 €
(0,66 €/100 ML.);Jabón de manos líquido Sanex Dermo bote 250 ml;2,39 €
(0,96 €/100 ML.);Jabón de manos líquido leche y miel Palmolive bote 300 ml;2,39 €
(0,80 €/100 ML.);Jabón de manos líquido elimina olores cocina Palmolive bote 300 ml;2,39 €
(0,80 €/100 ML.);Jabón de manos líquido hidratante Sanytol bote 250 ml;2,19 €
(0,88 €/100 ML.);Jabón de manos líquido con almendras Palmolive bote 300 ml;2,39 €
(0,80 €/100 ML.);Jabón de manos clásico Magno 2 x 100 g;2,49 €
Aceite solar tacto seco con acelerador spf 15 Imaqe de Dia bote 250 ml;4,89;(1,38 €/100 ML.)
Leche solar protege & hidrata spf 30 Nivea bote 200 ml;12,99;(6,50 €/100 ML.)
Bruma solar protege & refresca spf 50 Nivea spray 200 ml;15,49;(7,75 €/100 ML.)
Protector solar protege & broncea spf 30 Nivea spray 270 ml;14,99;(5,55 €/100 ML.)
Aceite solar protector dorado sublime spf 20 Delial botella 150 ml;11,99;(7,99 €/100 ML.)
Aftersun loción hidratante Nivea botella 400 ml;10,99;(2,75 €/100 ML.)
Protegeslips clásico Esos Dias caja 40 unidades;0,99;(0,02 €/UNIDAD)
Compresas ultrafinas normal con alas Esos Dias bolsa 16 unidades;1,49;(0,09 €/UNIDAD)
Compresas ultrafina noche con alas Esos Dias bolsa 10 unidades;1,59;(0,16 €/UNIDAD)
Compresas ultrafinas super con alas Esos Dias bolsa 14 unidades;1,49;(0,11 €/UNIDAD)
Protegeslips maxi Esos Dias caja 36 unidades;1,89;(0,05 €/UNIDAD)
Compresas super con alas Ausonia bolsa 12 unidades;2,09;(0,17 €/UNIDAD)
Compresas normal con alas Evax bolsa 16 unidades;2,83;(0,18 €/UNIDAD)
Toallitas íntimas con aloe vera Imaqe de Dia bolsa 20 unidades;1,10;(0,06 €/UNIDAD)
Compresas clásicas normal sin alas Esos Dias bolsa 20 unidades;0,85;(0,04 €/UNIDAD)
Tampón super Tampax caja 20 unidades;4,39;(0,22 €/UNIDAD)
Compresas de incontinencia maxi Que nada pare tu Dia bolsa 12 unidades;3,15;(0,26 €/UNIDAD)
Compresas noche con alas más larga Ausonia bolsa 9 unidades;2,09;(0,23 €/UNIDAD)
Protegeslips normal fragancia fresca Carefree caja 44 unidades;2,29;(0,05 €/UNIDAD)
Protegeslips normal Evax 50 unidades;2,79;(0,06 €/UNIDAD)
Tampón regular Tampax caja 22 unidades;4,39;(0,20 €/UNIDAD)
Protegeslips flexiform Carefree caja 30 unidades;2,05;(0,07 €/UNIDAD)
Protegeslips maxi plus Evax caja 30 unidades;3,49;(0,12 €/UNIDAD)
Tampón con aplicador compact súper Esos Dias caja 32 unidades;3,25;(0,10 €/UNIDAD)
Protegeslips cotton-algodón maxi Esos Dias caja 28 unidades;1,85;(0,07 €/UNIDAD)
Compresas incontinencia mini Ausonia bolsa 24 unidades;5,49;(0,23 €/UNIDAD)
Protegeslips normal Esos Dias caja 50 unidades;1,79;(0,04 €/UNIDAD)
Compresas ultrafina normal sin alas Esos Dias bolsa 16 unidades;1,49;(0,09 €/UNIDAD)
Compresas clásicas noche sin alas Esos Dias bolsa 10 unidades;1,79;(0,18 €/UNIDAD)
Protegeslips maxi Evax caja 36 unidades;3,09;(0,09 €/UNIDAD)
Protector cubrecamas 60 x 90 cm Botikit de Dia bolsa 16 unidades;6,80;(0,43 €/UNIDAD)
Protegeslips cotton-algodón normal Esos Dias caja 28 unidades;1,85;(0,07 €/UNIDAD)
Compresas super con alas Evax Liberty bolsa 10 unidades;3,39;(0,34 €/UNIDAD)
Compresas normal con alas Evax bolsa 12 unidades;3,39;(0,28 €/UNIDAD)
Compresas de incontinencia normal Que nada pare tu Dia bolsa 16 unidades;3,05;(0,19 €/UNIDAD)
Tampones super plus compak Tampax caja 18 unidades;4,39;(0,24 €/UNIDAD)
Protegeslips plus long fresh Carefree caja 40 unidades;3,29;(0,08 €/UNIDAD)
Compresas incontinencia normal Ausonia Discreet bolsa 14 unidades;5,49;(0,39 €/UNIDAD)
Compresas noche super plus Ausonia bolsa 9 unidades;2,39;(0,27 €/UNIDAD)
Protegeslips normal plegado Esos Dias bolsa 30 unidades;1,65;(0,06 €/UNIDAD)
Tampón digital super o.b. caja 32 unidades;6,29;(0,20 €/UNIDAD)
Tampón super Tampax caja 24 unidades;5,09;(0,21 €/UNIDAD)
Tampones super plus pearl Tampax caja 24 unidades;5,09;(0,21 €/UNIDAD)
Compresa incontinencia extra Que nada pare tu Dia bolsa 14 unidades;3,99;(0,29 €/UNIDAD)
Protegeslips maxi Carefree caja 48 unidades;3,09;(0,06 €/UNIDAD)
Protegeslips normal Carefree caja 56 unidades;2,89;(0,05 €/UNIDAD)
Melatonina Vivisima+ caja 40 unidades;3,99;(0,10 €/UNIDAD)
Colágeno Vivisima+ caja 50 unidades;3,99;(0,08 €/UNIDAD)
Gominolas de melatonina Vitaldin frasco 35 unidades;6,25;(0,18 €/UNIDAD)
Carnitina + magnesio Vivisima+ caja 40 unidades;3,59;(0,09 €/UNIDAD)
Batido proteico sabor cookie cream Just loading botella 225 ml;1,59;(7,07 €/LITRO)
Colágeno hidrolizado y magnesio Vivisima+ lata 250 g;4,79;(19,16 €/KILO)
Levadura de cerveza Vivisima+ caja 50 unidades;3,89;(0,08 €/UNIDAD)
Valeriana Vivisima+ caja 50 unidades;3,95;(0,08 €/UNIDAD)
Batido proteico de chocolate Just loading botella 225 ml;1,59;(7,07 €/LITRO)
Jalea real Vivisima+ caja 12 unidades;4,79;(0,40 €/UNIDAD)
Gominolas energy Vitaldin frasco 36 unidades;6,25;(0,17 €/UNIDAD)
Batido sustitutivo de chocolate Bicentury caja 5 unidades;7,75;(1,55 €/UNIDAD)
Barrita de proteínas de coco y chocolate Just loading bolsa 27 g;1,00;(37,04 €/KILO)
Cartílago de tiburón Vivisima+ caja 40 unidades;4,39;(0,11 €/UNIDAD)
Cabello, uñas y piel Vivisima+ caja 50 unidades;3,89;(0,08 €/UNIDAD)
Jarabe detoxificante depurativo con alcachofera y zarzaparrilla Natur Tierra caja 250 ml;6,85;(27,40 €/LITRO)
Zumo de frutas con vitamina d Hohes c botella 1 l;2,89;(2,89 €/LITRO)
Chitosán Vivisima+ caja 50 unidades;3,89;(0,08 €/UNIDAD)
Café verde con zinc y colina Vivisima+ caja 40 unidades;3,59;(0,09 €/UNIDAD)
Semillas de lino dorado Ecocesta bolsa 160 g;2,28;(14,25 €/KILO)
Colesterol Natur Tierra bote 30 unidades;5,85;(0,20 €/UNIDAD)
Garcinia cambogia Vivisima+ caja 40 unidades;4,10;(0,10 €/UNIDAD)
Própolis y jalea real + equinácea Vive+ caja 12 unidades;5,95;(0,50 €/UNIDAD)
Alcachofa con boldo Vivisima+ caja 50 unidades;3,69;(0,07 €/UNIDAD)
Semillas de sésamo tostado Ecocesta bolsa 250 g;2,99;(11,96 €/KILO)
Semillas molidas de lino con coco y almendra Ecocesta bolsa 200 g;4,75;(23,75 €/KILO)
Barrita de proteínas sabor chocolate Just loading bolsa 20 g;1,00;(50,00 €/KILO)
Bebida isotónica sport de limón Isostar bote 400 g;11,99;(29,98 €/KILO)
Cola de caballo Vivisima+ caja 50 unidades;3,95;(0,08 €/UNIDAD)
Arándano rojo americano antioxidante Natur Tierra bote 30 unidades;5,75;(0,19 €/UNIDAD)
Zumo de frutas con hierro Hohes c botella 1 l;2,89;(2,89 €/LITRO)
Bastoncillos de algodón con palo de papel Imaqe de Dia caja 200 unidades;1,00;(0,01 €/UNIDAD)
Tiritas surtidas Botikit de Dia caja 30 unidades;0,99;(0,03 €/UNIDAD)
Alcohol 96º Botikit de Dia botella 250 ml;0,75;(0,30 €/100 ML.)
Discos desmaquillantes original Demak up bolsa 60 unidades;1,29;(0,02 €/UNIDAD)
Agua oxigenada Botikit de Dia botella 250 ml;0,65;(0,26 €/100 ML.)
Desodorante para pies Imaqe de Dia spray 150 ml;1,95;(1,30 €/100 ML.)
Esparadrapo hipoalergénico en tejido sin tejer Botikit de Dia caja 5 m;1,29;(0,26 €/METRO)
Bastoncillos de algodón con palo de papel Planeta Bebé de Dia caja 50 unidades;0,85;(0,02 €/UNIDAD)
Esponjas jabonosas Noname bolsa 10 unidades;1,20;(0,12 €/UNIDAD)
Gasas no tejidas Botikit de Dia bolsa 100 unidades;1,95;(0,02 €/UNIDAD)
Vaselina pura Botikit de Dia frasco 100 g;2,00;(2,00 €/100 GR.)
Protector labial soft rose Liposan tubo 1 unidad;2,75;(2,75 €/UNIDAD)
Povidona iodada 10% Cuidaplus bote 125 ml;2,25;(1,80 €/100 ML.)
Tiritas resistentes al agua Hansaplast caja 40 unidades;2,49;(0,06 €/UNIDAD)
Clorhexidina 2% antiséptico para piel sana Senti2 spray 125 ml;3,00;(2,40 €/100 ML.)
Protector cubrecamas 60 x 90 cm Botikit de Dia bolsa 16 unidades;6,80;(0,43 €/UNIDAD)
Gasas estériles Cosmoplast caja 6 unidades;1,10;(0,18 €/UNIDAD)
Toallitas de higiene corporal para adultos Botikit de Dia bolsa 60 unidades;3,95;(0,07 €/UNIDAD)
Preservativos de látex sensitive Imaqe de Dia caja 12 unidades;3,12;(0,26 €/UNIDAD)
Tiritas impermeables al agua Botikit de Dia caja 10 unidades;1,10;(0,11 €/UNIDAD)
Toallitas de manos desinfectantes Botikit de Dia bolsa 15 unidades;0,99;(0,07 €/UNIDAD)
Protector labial original Liposan blister 1 unidad;2,75;(2,75 €/UNIDAD)
Preservativos natural comfort Durex caja 12 unidades;6,99;(0,58 €/UNIDAD)
Tapones para oídos Botikit de Dia caja 4 unidades;1,90;(0,48 €/UNIDAD)
Stick de árnica Botikit de Dia caja 1 unidad;4,00;(4,00 €/UNIDAD)
Bastoncillos de algodón Johnson caja 100 unidades;2,59;(0,03 €/UNIDAD)
Esponjas faciales desmaquillantes Imaqe de Dia bolsa 2 unidades;1,00;(0,50 €/UNIDAD)
Lubricante íntimo fresa pleasure gel Durex bote 50 ml;10,69;(21,38 €/100 ML.)
Preservativos contacto total Durex caja 12 unidades;10,95;(0,91 €/UNIDAD)
Polvos de talco Eudermin bote 200 g;1,99;(1,00 €/100 GR.)
Alcohol de romero refrescante y relajante Imaqe de Dia botella 250 ml;1,99;(0,80 €/100 ML.)
Preservativos sensitivo suave Durex caja 12 unidades;7,99;(0,67 €/UNIDAD)
Tiritas infantiles Patrulla Canina Salvelox caja 20 unidades;2,90;(0,15 €/UNIDAD)
Lubricante natural intimate Durex tubo 100 ml;13,95;(13,95 €/100 ML.)
Gel de manos antiséptico Botikit de Dia bote 100 ml;1,60;(1,60 €/100 ML.)
Gel de masaje y lubricante íntimo aloe Durex bote 200 ml;13,49;(6,75 €/100 ML.)
Discos desmaquilladores Demak up bolsa 70 unidades;2,19;(0,03 €/UNIDAD)
Preservativos de látex de caucho natural Imaqe de Dia caja 12 unidades;2,93;(0,24 €/UNIDAD)
Preservativos sensitivo xl Durex caja 10 unidades;9,95;(1,00 €/UNIDAD)
Preservativos invisible sensitivo Durex caja 12 unidades;13,95;(1,16 €/UNIDAD)
Papilla de cereales y galleta Nestlé caja 475 g;3,95;(8,32 €/KILO)
Papilla de cereales con miel Nestlé caja 725 g;5,45;(7,52 €/KILO)
Papilla 8 cereales sin azúcares añadidos Hero Baby caja 410 g;3,90;(9,51 €/KILO)
Papilla de 8 cereales Nestlé caja 475 g;3,95;(8,32 €/KILO)
Papilla crema de arroz sin azúcares añadidos Hero caja 220 g;2,95;(13,41 €/KILO)
(5,18 €/LITRO);Papilla líquida 8 cereales con galleta y leche continuación Nestlé brik 2 x 250 ml;2,59 €
(5,18 €/LITRO);Papilla de arroz sin gluten Nestlé caja 180 g;2,59 €
Leche infantil crecimiento con cereales Puleva brik 1 l;1,99;(1,99 €/LITRO)
Leche peques3 crecimiento con omega Puleva brik 1 l;1,99;(1,99 €/LITRO)
Leche multifrutas Puleva brik 3 x 200 ml;1,99;(3,32 €/LITRO)
Leche crecimiento Puleva brik 1 l;1,99;(1,79 €/LITRO)
Leche infantil 1 inicio Nativa lata 800 g;11,95;(14,94 €/KILO)
Bebida con cereales y cacao pack Puleva brik 3 x 200 ml;1,99;(3,32 €/LITRO)
Leche infantil 1 inicio premium Nidina lata 800 g;14,90;(18,63 €/KILO)
Leche infantil 2 continuación Nativa lata 800 g;11,90;(14,88 €/KILO)
Leche infantil 2 continuación Nidina lata 800 g;17,90;(22,38 €/KILO)
Leche infantil crecimiento con galleta maria Nativa brik 1 l;2,39;(2,39 €/LITRO)
Leche infantil 3 crecimiento Nidina lata 800 g;17,95;(22,44 €/KILO)
Leche crecimiento con cereales +12 meses Nativa brik 1 l;2,39;(2,39 €/LITRO)
Leche infantil crecimiento con cereales Nestlé brik 1 l;2,39;(2,39 €/LITRO)
Leche crecimiento con galleta maría +3 años Nestlé brik 1 l;2,39;(2,39 €/LITRO)
Leche crecimiento original +12 meses Nativa brik 1 l;2,39;(2,39 €/LITRO)
Leche infantil 2 classic Hero Baby Nutrasense bote 800 g;11,95;(14,94 €/KILO)
Leche de continuación Nativa brik 1 l;2,39;(2,39 €/LITRO)
Puré verduritas con pollo Hero frasco 380 g;2,99;(7,87 €/KILO)
Menestra con jamón y ternera Hero frasco 235 g;1,75;(7,45 €/KILO)
Puré de frutas variadas Be plus pack 2 x 200 g;2,15;(5,38 €/KILO)
Arroz con pollo Hero frasco 235 g;1,75;(7,45 €/KILO)
Verduritas con merluza Hero frasco 235 g;1,75;(7,45 €/KILO)
Puré guisantes con jamón Hero frasco 380 g;2,99;(7,87 €/KILO)
Verduritas con pollo y ternera Hero frasco 235 g;1,75;(7,45 €/KILO)
Puré de frutas variadas Hero frasco 190 g;1,39;(7,32 €/KILO)
Verduritas con delicias de pavo Hero frasco 235 g;1,75;(7,45 €/KILO)
Puré de frutas con galleta Be plus pack 2 x 200 g;2,15;(5,38 €/KILO)
(11,70 €/KILO);Crema de bechamel con lenguado Hero frasco 235 g;1,75 €
(7,45 €/KILO);Preparado de manzana y plátano Nestlé pack 4 x 100 g;2,99 €
(7,48 €/KILO);Preparado de 7 frutas sin gluten Nestlé pack 4 x 100 g;2,99 €
(7,48 €/KILO);Puré de pera, plátano y zanahoria 100% ecológica Hero frasco 120 g;1,50 €
(12,50 €/KILO);Puré de verduras con pescado Nestlé frasco 190 g;1,75 €
(9,21 €/KILO);Puré de verduritas con pavo Nestlé frasco 190 g;1,75 €
(9,21 €/KILO);Puré de arroz con tomate y pavo Nestlé frasco 190 g;1,75 €
(9,21 €/KILO);Puré de espaguetis con pollo Nestlé frasco 190 g;2,59 €
(13,63 €/KILO);Verduras y pavo Smileat frasco 230 g;2,69 €
(11,70 €/KILO);Puré de pera y manzana 100% ecológica Hero frasco 120 g;1,50 €
(12,50 €/KILO);Puré de manzana, plátano y yogur 100% ecológica Hero Baby frasco 120 g;1,50 €
(12,50 €/KILO);Puré de guisantes con patata y pollo Gerber frasco 190 g;2,69 €
(1,05 €/100 GR.);Verduras con merluza Smileat frasco 230 g;2,69 €
(11,70 €/KILO);Crema de calabaza y puré de patatas 100% ecológica Hero frasco 190 g;2,49 €
(13,11 €/KILO);Puré de arroz blanco con pollo Nestlé frasco 190 g;1,75 €
(9,21 €/KILO);Puré de verduras con lentejas y pollo bio Hero frasco 190 g;2,49 €
(13,11 €/KILO);Puré de hortalizas y ternera Nestlé frasco 190 g;1,75 €
(9,21 €/KILO);Puré de pera, manzana y plátano Gerber bolsa 360 g;5,55 €
(15,42 €/KILO);Puré de pera y plátano Gerber frasco 125 g;1,89 €
Yogur con fresa y plátano Planeta Bebé de Dia bolsa 100 g;0,90;(9,00 €/KILO)
Puré multifrutas con galleta Hero bolsa 100 g;0,99;(9,90 €/KILO)
Puré de fruta variada Planeta Bebé de Dia bolsa 100 g;0,90;(9,00 €/KILO)
Puré de fruta mediterráneo Hero bolsa 100 g;1,19;(11,90 €/KILO)
Puré de plátano y fresa cool fruits Nestlé bolsa 110 g;1,13;(10,27 €/KILO)
Snack con fresa y plátano smilitos Smileat bolsa 25 g;1,45;(58,00 €/KILO)
Puré de plátano, fresa y manzana Hero bolsa 100 g;1,19;(11,90 €/KILO)
Puré de manzana, plátano y zanahoria 100% ecológica Hero bolsa 100 g;1,59;(1,59 €/100 GR.)
Puré multifrutas crazy fruits Nestlé bolsa 110 g;1,13;(10,27 €/KILO)
